activity_id,which_distribution,which_units,log_plot,per_dollar_ok,has_exp,actual_total_expenditure,outcome_norm,baseline_norm,target_norm,outcome_norm_log10,baseline_norm_log10,target_norm_log10,outcome_norm_dollars_per_unit,baseline_norm_dollars_per_unit,target_norm_dollars_per_unit,outcome_norm_dollars_per_unit_log10,baseline_norm_dollars_per_unit_log10,target_norm_dollars_per_unit_log10,outcome_norm_dollars_per_unit_split,baseline_norm_dollars_per_unit_split,target_norm_dollars_per_unit_split,outcome_norm_dollars_per_unit_split_log10,baseline_norm_dollars_per_unit_split_log10,target_norm_dollars_per_unit_split_log10,outcome_over_target
44000-P074086,yield_increases_t_per_ha,t_per_hectare,False,True,True,30133661.0,0.7,2.7,,,,,43048087.14285715,11160615.185185185,,,,,21524043.571428575,5580307.592592592,,,,,
XM-DAC-41114-PROJECT-00085987,yield_increases_t_per_ha,t_per_hectare,False,True,False,,5.4,1.6,,,,,,,,,,,,,,,,,
44000-P143940,yield_increases_t_per_ha,t_per_hectare,False,True,True,100124714.0,1.4,5.0,,,,,71517652.85714287,20024942.8,,,,,71517652.85714287,20024942.8,,,,,
44000-P073977,yield_increases_t_per_ha,t_per_hectare,False,True,True,119999999.0,6.55,3.57,,,,,18320610.534351144,33613445.09803922,,,,,9160305.267175572,16806722.54901961,,,,,
44000-P125496,yield_increases_t_per_ha,t_per_hectare,False,True,True,200000000.0,9.0,4.6875,,,,,22222222.222222224,42666666.666666664,,,,,22222222.222222224,42666666.666666664,,,,,
44000-P045499,yield_increases_t_per_ha,t_per_hectare,False,True,True,72957373.0,0.933333,,,,,,78168641.84594353,,,,,,78168641.84594353,,,,,,
44000-P105256,yield_increases_t_per_ha,t_per_hectare,False,True,True,51727239.0,1.94,1.4,2.1,,,,26663525.25773196,36948027.85714286,24632018.57142857,,,,26663525.25773196,36948027.85714286,24632018.57142857,,,,0.9238095238095237
44000-P112033,yield_increases_t_per_ha,t_per_hectare,False,True,True,173091728.0,3.38,0.8,,,,,51210570.414201185,216364660.0,,,,,51210570.414201185,216364660.0,,,,,
44000-P110538,yield_increases_t_per_ha,t_per_hectare,False,True,True,48818074.0,5.36,14.68,,,,,9107849.626865672,3325481.880108992,,,,,9107849.626865672,3325481.880108992,,,,,
44000-P122770,yield_increases_percent,percent,False,True,True,502968844.0,0.86,0.5,,,,,584847493.0232558,1005937688.0,,,,,584847493.0232558,1005937688.0,,,,,
44000-P045499,yield_increases_percent,percent,False,True,True,72957373.0,18.0,,,,,,4053187.388888889,,,,,,4053187.388888889,,,,,,
44000-P147629,yield_increases_percent,percent,False,True,True,72999921.0,3.2,2.5,,,,,22812475.3125,29199968.4,,,,,22812475.3125,29199968.4,,,,,
44000-P133327,yield_increases_percent,percent,False,True,True,56978096.0,3.09,2.4,,,,,18439513.268608414,23740873.333333336,,,,,18439513.268608414,23740873.333333336,,,,,
XI-IATI-IADB-PE-L1026,yield_increases_percent,percent,False,True,True,34264088.0,5.5,,,,,,6229834.181818182,,,,,,6229834.181818182,,,,,,
44000-P096648,yield_increases_percent,percent,False,True,True,140969321.0,4.5,3.04,,,,,31326515.777777776,46371487.171052635,,,,,31326515.777777776,46371487.171052635,,,,,
44000-P093826,yield_increases_percent,percent,False,True,True,104989303.0,4.0,,,,,,26247325.75,,,,,,26247325.75,,,,,,
44000-P088671,yield_increases_percent,percent,False,True,True,23203644.0,4.0,,,,,,5800911.0,,,,,,5800911.0,,,,,,
44000-P112074,yield_increases_percent,percent,False,True,True,63440716.0,0.86,,,,,,73768274.41860466,,,,,,18442068.604651164,,,,,,
GB-1-204764,yield_increases_percent,percent,False,True,False,,2.15,1.6,0.0,,,,,,,,,,,,,,,,
44000-P095050,yield_increases_percent,percent,False,True,True,56945102.0,7.8,,,,,,7300654.102564103,,,,,,3650327.0512820515,,,,,,
44000-P105176,yield_increases_percent,percent,False,True,True,33077897.0,6.7,,,,,,4936999.552238806,,,,,,2468499.776119403,,,,,,
44000-P149620,yield_increases_percent,percent,False,True,True,92259971.0,3.01,0.91,,,,,30651153.15614618,101384583.51648352,,,,,15325576.57807309,50692291.75824176,,,,,
44000-P133828,yield_increases_percent,percent,False,True,True,64686511.0,3.01,0.91,,,,,21490535.215946846,71084078.02197802,,,,,21490535.215946846,71084078.02197802,,,,,
44000-P071170,yield_increases_percent,percent,False,True,True,63584582.0,3.01,0.91,,,,,21124445.847176082,69873167.03296703,,,,,21124445.847176082,69873167.03296703,,,,,
44000-P162956,yield_increases_percent,percent,False,True,True,47831331.0,39.0,,,,,,1226444.3846153845,,,,,,1226444.3846153845,,,,,,
44000-P084790,yield_increases_percent,percent,False,True,True,298278123.0,10.63,4.9,,,,,28060030.385700844,60873086.326530606,,,,,28060030.385700844,60873086.326530606,,,,,
44000-P009127,yield_increases_percent,percent,False,True,True,59177939.0,100.0,300.0,600.0,,,,591779.39,197259.79666666666,98629.89833333333,,,,591779.39,197259.79666666666,98629.89833333333,,,,0.16666666666666666
44000-P157836,yield_increases_percent,percent,False,True,True,42999079.0,5.4,1.6,,,,,7962792.407407407,26874424.375,,,,,2654264.1358024688,8958141.458333332,,,,,
GB-1-205273,yield_increases_percent,percent,False,True,False,,58.18,1.1,,,,,,,,,,,,,,,,,
44000-P074086,yield_increases_percent,percent,False,True,True,30133661.0,25.93,2.7,,,,,1162115.734670266,11160615.185185185,,,,,581057.867335133,5580307.592592592,,,,,
44000-P147514,yield_increases_percent,percent,False,True,True,59074065.0,5.0,,,,,,11814813.0,,,,,,5907406.5,,,,,,
XM-DAC-46004-42022-013-LN2694,yield_increases_percent,percent,False,True,True,61125105.17,183.33,1.5,4.25,,,,333415.72666775755,40750070.11333334,14382377.687058823,,,,166707.86333387878,20375035.05666667,7191188.843529412,,,,43.1364705882353
44000-P084148,yield_increases_percent,percent,False,True,True,106536405.0,240.0,,50.0,,,,443901.6875,,2130728.1,,,,221950.84375,,1065364.05,,,,4.8
44000-P125496,yield_increases_percent,percent,False,True,True,200000000.0,100.0,,,,,,2000000.0,,,,,,2000000.0,,,,,,
44000-P126042,yield_increases_percent,percent,False,True,True,19926060.0,18.0,,,,,,1107003.3333333333,,,,,,1107003.3333333333,,,,,,
44000-P117745,yield_increases_percent,percent,False,True,True,100000001.0,100.0,,,,,,1000000.01,,,,,,1000000.01,,,,,,
XM-DAC-41114-PROJECT-00085987,yield_increases_percent,percent,False,True,False,,5.4,,,,,,,,,,,,,,,,,,
GB-1-201239,yield_increases_percent,percent,False,True,False,,100.0,300.0,,,,,,,,,,,,,,,,,
44000-P086660,yield_increases_percent,percent,False,True,True,32916259.0,100.0,,,,,,329162.59,,,,,,109720.86333333333,,,,,,
44000-P073977,yield_increases_percent,percent,False,True,True,119999999.0,10.0,,,,,,11999999.9,,,,,,5999999.95,,,,,,
44000-P119140,yield_increases_percent,percent,False,True,True,31902634.0,9.4,7.3,0.0,,,,3393897.234042553,4370223.835616439,,,,,3393897.234042553,4370223.835616439,,,,,
GB-1-202571,yield_increases_percent,percent,False,True,False,,600.0,,,,,,,,,,,,,,,,,,
44000-P087964,yield_increases_percent,percent,False,True,True,70074968.0,100.0,300.0,,,,,700749.68,233583.22666666665,,,,,700749.68,233583.22666666665,,,,,
44000-P145813,yield_increases_percent,percent,False,True,True,184399677.0,100.0,0.0,100.0,,,,1843996.77,,1843996.77,,,,1843996.77,,1843996.77,,,,1.0
44000-P110538,yield_increases_percent,percent,False,True,True,48818074.0,1.94,1.4,1.94,,,,25163955.67010309,34870052.85714286,25163955.67010309,,,,25163955.67010309,34870052.85714286,25163955.67010309,,,,1.0
44000-P127775,yield_increases_percent,percent,False,True,True,77454536.0,1.84,1.6,,,,,42094856.521739125,48409085.0,,,,,14031618.840579709,16136361.666666664,,,,,
44000-P086747,yield_increases_percent,percent,False,True,True,123123871.0,8.5,,,,,,14485161.294117646,,,,,,7242580.647058823,,,,,,
44000-P084302,yield_increases_percent,percent,False,True,True,257995034.0,2.7,2.1,,,,,95553716.29629628,122854778.09523809,,,,,95553716.29629628,122854778.09523809,,,,,
44000-P113949,yield_increases_percent,percent,False,True,True,133354208.0,2.15,1.6,,,,,62025213.02325582,83346380.0,,,,,31012606.51162791,41673190.0,,,,,
GB-1-205271,yield_increases_percent,percent,False,True,False,,2.15,1.6,,,,,,,,,,,,,,,,,
44000-P084792,yield_increases_percent,percent,False,True,True,189736916.0,28.57,,,,,,6641124.116205811,,,,,,3320562.0581029053,,,,,,
44000-P112033,yield_increases_percent,percent,False,True,True,173091728.0,28.57,,,,,,6058513.405670283,,,,,,6058513.405670283,,,,,,
44000-P150475,area_reforested,hectares,True,True,True,700704760.0,7405.0,,,3.8695250628572273,,,94625.89601620527,,,4.976010004878552,,,94625.89601620527,,,4.976010004878552,,,
44000-P154255,area_reforested,hectares,True,True,True,77757323.0,5650.0,1000.0,4000.0,3.7520484478194387,3.0,3.6020599913279625,13762.358053097345,77757.323,19439.33075,4.138692852628349,4.890741300447787,4.288681309119824,13762.358053097345,77757.323,19439.33075,4.138692852628349,4.890741300447787,4.288681309119824,1.4125
GB-1-204941,yield_increases_percent,percent,False,True,False,,34.375,,,,,,,,,,,,,,,,,,
44000-P143996,trees_planted,count,True,True,True,99999115.0,5400.0,,,3.7323937598229686,,,18518.35462962963,,,4.267602396653859,,,9259.177314814815,,,3.966572400989878,,,
44000-P154683,trees_planted,count,True,True,True,49734469.0,54000.0,,,4.732393759822968,,,921.0086851851852,,,2.96426372564768,,,921.0086851851852,,,2.96426372564768,,,
44000-P123760,area_under_management,hectares,True,True,True,292524065.0,3935984.0,2050626.0,3935984.0,6.595053324330992,6.311886459516469,6.595053324330992,74.32044058105927,142.6511050771813,74.32044058105927,1.871108275546346,2.1542751403608693,1.871108275546346,74.32044058105927,142.6511050771813,74.32044058105927,1.871108275546346,2.1542751403608693,1.871108275546346,1.0
44000-P147921,trees_planted,count,True,True,True,93054476.0,2000000.0,,,6.301029995663981,,,46.527238,,,1.6677072722418005,,,46.527238,,,1.6677072722418005,,,
44000-P064918,area_protected,hectares,True,True,True,38551339.0,248302.48,,,5.394981057230506,,,155.25958097559072,,,2.1910584097274732,,,77.62979048779536,,,1.8900284140634922,,,
44000-P064918,area_reforested,hectares,True,True,True,38551339.0,43033.0,,50000.0,4.633801623517603,,4.698970004336019,895.8552506216159,,771.02678,2.952237843440377,,2.887069462621961,447.92762531080797,,385.51339,2.651207847776396,,2.58603946695798,0.86066
44000-P151102,area_under_management,hectares,True,True,True,10676794.0,175000.0,616000.0,160000.0,5.243038048686294,5.789580712164425,5.204119982655925,61.01025142857143,17.33245779220779,66.7299625,1.7854028147615428,1.2388601512834116,1.8243208807919125,30.505125714285715,8.666228896103895,33.36498125,1.4843728190975616,0.9378301556194306,1.5232908851279312,1.09375
44000-P147760,trees_planted,count,True,True,True,54527786.0,25.1,4.0,23.7,1.3996737214810382,0.6020599913279624,1.374748346010104,2172421.752988048,13631946.5,2300750.464135021,6.33694414283877,7.134557872991846,6.361869518309705,2172421.752988048,13631946.5,2300750.464135021,6.33694414283877,7.134557872991846,6.361869518309705,1.059071729957806
XM-DAC-46004-45022-002-GRNT0420,trees_planted,count,True,True,False,,15300.0,,,4.184691430817598,,,,,,,,,,,,,,,
44000-P132306,trees_planted,count,True,True,True,58366746.0,245224.0,,,5.389562972198326,,,238.0140035233093,,,2.3766025094682357,,,238.0140035233093,,,2.3766025094682357,,,
44000-P122047,area_protected,hectares,True,True,True,1945703.0,536972.0,0.0,536972.0,5.729951640331714,,5.729951640331714,3.623471987366194,,3.623471987366194,0.5591249081879492,,0.5591249081879492,1.811735993683097,,1.811735993683097,0.25809491252396805,,0.25809491252396805,1.0
44000-P074235,area_reforested,hectares,True,True,True,78198688.0,10167.0,0.0,7968.0,4.007192823557041,,3.901349325415642,7691.422051736009,,9814.092369477912,3.88600664306879,,3.9918501412101883,3845.7110258680045,,4907.046184738956,3.5849766474048086,,3.690820145546207,1.2759789156626506
44000-P114264,trees_planted,count,True,True,True,140898723.0,12868.0,,,4.109511052229932,,,10949.543285669879,,,4.03939600477888,,,10949.543285669879,,,4.03939600477888,,,
44000-P078301,area_reforested,hectares,True,True,True,29167938.0,148000.0,0.0,89500.0,5.1702617153949575,,4.951823035315912,197.08066216216216,,325.898748603352,2.294644012771179,,2.5130826928502246,197.08066216216216,,325.898748603352,2.294644012771179,,2.5130826928502246,1.6536312849162011
44000-P073089,area_under_management,hectares,True,True,True,39004413.0,125.6,0.0,200.0,2.0989896394011773,,2.3010299956639813,310544.6894904459,,195022.065,5.492124106936214,,5.290083750673411,310544.6894904459,,195022.065,5.492124106936214,,5.290083750673411,0.628
44000-P095114,area_reforested,hectares,True,True,True,400000001.0,120.0,49.0,139.0,2.0791812460476247,1.6901960800285136,2.143014800254095,3333333.341666667,8163265.326530612,2877697.848920863,6.522878746366073,6.911863912385185,6.4590451921596035,1666666.6708333334,4081632.663265306,1438848.9244604316,6.221848750702093,6.610833916721203,6.158015196495622,0.8633093525179856
44000-P133133,area_reforested,hectares,True,True,True,45847032.0,98682.0,36195.0,107836.0,4.994237942805556,4.5586485809644675,5.0327637700467145,464.59366449808476,1266.6675507666805,425.1551615416002,2.6670732831820767,3.102662645023166,2.6285474559409185,154.86455483269492,422.2225169222268,141.7183871805334,2.189952028462414,2.625541390303504,2.151426201221256,0.9151118364924515
GB-GOV-7-BPFGFCR,area_protected,hectares,True,True,True,51117500.0,5303.0,,19500.0,3.7245216271185626,,4.290034611362518,9639.35508202904,,2621.4102564102564,3.9840479785412817,,3.418534994297326,4819.67754101452,,1310.7051282051282,3.6830179828773004,,3.117504998633345,0.27194871794871794
44000-P167678,area_reforested,hectares,True,True,True,71974896.0,26606.0,,22000.0,4.424979586745809,,4.342422680822207,2705.2129594828234,,3271.586181818182,3.432201459271713,,3.5147583651953154,1352.6064797414117,,1635.793090909091,3.131171463607732,,3.213728369531334,1.2093636363636364
XM-DAC-46004-41220-013-LN2957,trees_planted,count,True,True,True,78135968.52,558200.0,,,5.746789832152612,,,139.97844593335722,,,2.1460611675863546,,,139.97844593335722,,,2.1460611675863546,,,
44000-P133133,area_under_management,hectares,True,True,True,45847032.0,556776.0,,,5.745680506609317,,,82.34376481744903,,,1.9156307193783157,,,27.447921605816344,,,1.4385094646586534,,,
XM-DAC-46004-41220-013-LN2957,area_reforested,hectares,True,True,True,78135968.52,44059.0,0.0,44059.0,4.6440346358149664,,4.6440346358149664,1773.4394452892711,,1773.4394452892711,3.2488163639240004,,3.2488163639240004,1773.4394452892711,,1773.4394452892711,3.2488163639240004,,3.2488163639240004,1.0
44000-P167678,area_under_management,hectares,True,True,True,71974896.0,505551.0,8909.0,917951.0,5.703764973777352,3.9498289589353135,5.962819499286672,142.36920904122434,8078.897294870356,78.40821133154166,2.15341607224017,3.9073520870822076,1.894361546730849,71.18460452061217,4039.448647435178,39.20410566577083,1.8523860765761888,3.606322091418227,1.5933315510668677,0.5507385470466288
44000-P107649,trees_planted,count,True,True,True,295213355.0,153000.0,,223000.0,5.184691430817598,,5.348304863048161,1929.4990522875817,,1323.8267040358744,3.285444569594964,,3.1218311373644023,1929.4990522875817,,1323.8267040358744,3.285444569594964,,3.1218311373644023,0.6860986547085202
XI-IATI-IADB-AR-L1067,trees_planted,count,True,True,True,60000000.0,27500000.0,22500000.0,27500000.0,7.439332693830263,7.352182518111363,7.439332693830263,2.1818181818181817,2.6666666666666665,2.1818181818181817,0.33881855655338095,0.4259687322722811,0.33881855655338095,2.1818181818181817,2.6666666666666665,2.1818181818181817,0.33881855655338095,0.4259687322722811,0.33881855655338095,1.0
GB-1-203186,trees_planted,count,True,True,False,,11500.0,,18600.0,4.060697840353612,,4.269512944217916,,,,,,,,,,,,,0.6182795698924731
44000-P074235,area_protected,hectares,True,True,True,78198688.0,6000000.0,0.0,6000000.0,6.778151250383644,,6.778151250383644,13.033114666666666,,13.033114666666666,1.1150482162421869,,1.1150482162421869,6.516557333333333,,6.516557333333333,0.8140182205782056,,0.8140182205782056,1.0
44000-P164047,area_reforested,hectares,True,True,True,147449741.0,130.0,0.0,130.0,2.113943352306837,,2.113943352306837,1134228.776923077,,1134228.776923077,6.054700661730051,,6.054700661730051,1134228.776923077,,1134228.776923077,6.054700661730051,,6.054700661730051,1.0
XM-DAC-41114-PROJECT-00085085,area_protected,hectares,True,True,False,,59265.41,0.0,52045.5,4.772801293210622,,4.7163831851500255,,,,,,,,,,,,,1.1387230404165587
44000-P087304,area_reforested,hectares,True,True,True,96599507.0,116.0,,,2.0644579892269186,,,832754.3706896552,,,5.920516920752489,,,832754.3706896552,,,5.920516920752489,,,
44000-P150631,area_under_management,hectares,True,True,True,23270214.0,4209.0,500.0,5000.0,3.6241789257480224,2.6989700043360187,3.6989700043360187,5528.679971489665,46540.428,4654.0428,3.742621451461861,4.667830372873865,3.6678303728738646,2764.3399857448326,23270.214,2327.0214,3.4415914557978797,4.366800377209883,3.3668003772098833,0.8418
44000-P082466,trees_planted,count,True,True,True,752648484.0,100180.0,,,5.000781027353495,,,7512.96150928329,,,3.875811163849914,,,7512.96150928329,,,3.875811163849914,,,
XI-IATI-IADB-EC-L1022,area_reforested,hectares,True,True,True,67100001.0,157.33,0.0,145.0,2.1968115426626764,,2.161368002234975,426492.0930528189,,462758.6275862069,5.629910983978663,,5.665354524406364,213246.04652640945,,231379.31379310344,5.3288809883146815,,5.364324528742383,1.0850344827586207
44000-P170466,area_protected,hectares,True,True,True,49323599.0,1270920.0,,,6.1041182140850685,,,38.80936565637491,,,1.588936544203878,,,19.404682828187454,,,1.2879065485398968,,,
44000-P170466,area_reforested,hectares,True,True,True,49323599.0,2425.0,0.0,28500.0,3.3847117429382823,,4.45484486000851,20339.628453608246,,1730.652596491228,4.308343015350664,,3.238209898280436,10169.814226804123,,865.326298245614,4.007313019686682,,2.937179902616455,0.08508771929824561
44000-P152822,area_under_management,hectares,True,True,True,329209862.0,46454.0,0.0,40537.5,4.667023115598425,,4.607856961681029,7086.7925689929825,,8121.119013259327,3.8504497211119997,,3.9096158750293966,2362.264189664327,,2707.0396710864425,3.3733284663923375,,3.432494620309734,1.1459512796793092
44000-P147514,area_reforested,hectares,True,True,True,59074065.0,4604.6,0.0,3800.0,3.6631919091608927,,3.57978359661681,12829.358684793466,,15545.806578947368,4.108204947363504,,4.191613259907586,6414.679342396733,,7772.903289473684,3.807174951699523,,3.8905832642436056,1.2117368421052632
44000-P152822,trees_planted,count,True,True,True,329209862.0,8000000.0,,,6.903089986991944,,,41.15123275,,,1.6143828497184822,,,13.717077583333332,,,1.1372615949988196,,,
44000-P112759,area_reforested,hectares,True,True,True,60000000.0,84000.0,0.0,,4.924279286061882,,,714.2857142857143,,,2.853871964321762,,,714.2857142857143,,,2.853871964321762,,,
44000-P157127,area_reforested,hectares,True,True,True,105176968.0,4041.0,50000.0,4150.0,3.606488850442648,4.698970004336019,3.6180480967120925,26027.460529571887,2103.53936,25343.847710843373,4.415431796545831,3.32295064265246,4.403872550276386,26027.460529571887,2103.53936,25343.847710843373,4.415431796545831,3.32295064265246,4.403872550276386,0.9737349397590361
44000-P157127,trees_planted,count,True,True,True,105176968.0,6.3,,,0.7993405494535817,,,16694756.825396826,,,7.222580097534897,,,16694756.825396826,,,7.222580097534897,,,
44000-P114338,trees_planted,count,True,True,True,530809460.0,34660.0,,34984.0,4.539828558377899,,4.543869464336801,15314.756491633007,,15172.920763777727,4.185110095809203,,4.181069189850301,15314.756491633007,,15172.920763777727,4.185110095809203,,4.181069189850301,0.9907386233706837
44000-P166802,area_protected,hectares,True,True,True,43432740.0,643770.0,0.0,520000.0,5.808730734483755,,5.7160033436347994,67.46623794212219,,83.5245,1.829086493666051,,1.921813884515007,33.733118971061096,,41.76225,1.5280564980020697,,1.6207838888510258,1.2380192307692308
44000-P125021,area_reforested,hectares,True,True,True,159999998.0,61986.0,0.0,58900.0,4.792293611928649,,4.770115294787102,2581.2279869647987,,2716.468556876061,3.4118263652985945,,3.434004682440142,2581.2279869647987,,2716.468556876061,3.4118263652985945,,3.434004682440142,1.0523938879456707
44000-P093384,area_protected,hectares,True,True,True,30000000.0,152506.0,100000.0,190000.0,5.183286930342685,5.0,5.278753600952829,196.71357192503902,300.0,157.89473684210526,2.293834324376977,2.4771212547196626,2.1983676537668333,98.35678596251951,150.0,78.94736842105263,1.9928043287129962,2.1760912590556813,1.8973376581028523,0.8026631578947369
44000-P126440,area_under_management,hectares,True,True,True,90522713.0,18030.0,0.0,17200.0,4.255995726722402,,4.235528446907549,5020.67182473655,,5262.948430232558,3.70076183472548,,3.721229114540333,1673.5572749121832,,1754.3161434108526,3.223640580005817,,3.2441078598206703,1.0482558139534883
XM-DAC-41114-PROJECT-00101442,area_reforested,hectares,True,True,False,,1208.0,,6000.0,3.082066934285113,,3.778151250383644,,,,,,,,,,,,,0.20133333333333334
44000-P125021,trees_planted,count,True,True,True,159999998.0,96400000.0,0.0,60500000.0,7.984077033902831,,7.781755374652469,1.6597510165975105,,2.6446280661157027,0.220042943324413,,0.42236460257477487,1.6597510165975105,,2.6446280661157027,0.220042943324413,,0.42236460257477487,1.5933884297520662
44000-P126440,trees_planted,count,True,True,True,90522713.0,4117720.0,,,6.61465681178438,,,21.983698017349408,,,1.3421007496635013,,,7.327899339116469,,,0.864979494943839,,,
XI-IATI-IADB-PN-L1019,area_reforested,hectares,True,True,True,3663268.0,450.0,,450.0,2.6532125137753435,,2.6532125137753435,8140.595555555556,,8140.595555555556,3.9106561784801213,,3.9106561784801213,8140.595555555556,,8140.595555555556,3.9106561784801213,,3.9106561784801213,1.0
44000-P073089,area_protected,hectares,True,True,True,39004413.0,2457.0,0.0,4000.0,3.390405156480081,,3.6020599913279625,15874.811965811965,,9751.10325,4.20070858985731,,3.989053755009429,15874.811965811965,,9751.10325,4.20070858985731,,3.989053755009429,0.61425
44000-P133133,trees_planted,count,True,True,True,45847032.0,79267352.0,0.0,68868246.74,7.899094350422534,,7.83801902678036,0.5783848058908287,,0.6657209115993244,-0.23778312443490104,,-0.17670780079272697,0.19279493529694294,,0.22190697053310815,-0.7149043791545634,,-0.6538290555123893,1.1510000000328164
XM-DAC-41114-PROJECT-00117918,area_under_management,hectares,True,True,False,,145000.0,,,5.161368002234975,,,,,,,,,,,,,,,
44000-P163383,trees_planted,count,True,True,True,96151984.0,126933036.0,,,8.10357466768413,,,0.7575016483494494,,,-0.12061641778500884,,,0.3787508241747247,,,-0.42164641344899,,,
44000-P154698,area_under_management,hectares,True,True,True,87690709.0,652171.0,0.0,550000.0,5.8143614831850705,,5.740362689494244,134.45968771993847,,159.43765272727273,2.128592098279221,,2.2025908919700474,67.22984385996924,,79.71882636363637,1.8275621026152395,,1.901560896306066,1.1857654545454546
44000-P154698,area_protected,hectares,True,True,True,87690709.0,195651.0,0.0,150000.0,5.291482071983042,,5.176091259055681,448.199646308989,,584.6047266666667,2.651471509481249,,2.7668623224086097,224.0998231544945,,292.30236333333335,2.350441513817268,,2.4658323267446285,1.30434
XM-DAC-41114-PROJECT-00117918,area_protected,hectares,True,True,False,,85000.0,,,4.929418925714293,,,,,,,,,,,,,,,
44000-P154698,area_reforested,hectares,True,True,True,87690709.0,6143.0,,,3.788380515319563,,,14274.89972326225,,,4.154573066144728,,,7137.449861631125,,,3.8535430704807467,,,
GB-GOV-1-300113,area_under_management,hectares,True,True,False,,31192.0,0.0,27351.0,4.494043222179929,,4.436973209519268,,,,,,,,,,,,,1.1404336221710358
44000-P163383,area_reforested,hectares,True,True,True,96151984.0,1568000.0,406000.0,,6.195346058348419,5.608526033577194,,61.321418367346936,236.82754679802954,,1.787612191550702,2.3744322163219276,,30.660709183673468,118.41377339901477,,1.4865821958867207,2.0734022206579463,,
44000-P086660,area_under_management,hectares,True,True,True,32916259.0,11815.0,,,4.072433725968388,,,2785.971984765129,,,3.4449767449224433,,,928.6573282550429,,,2.9678554902027807,,,
44000-P107139,area_under_management,hectares,True,True,True,17834582.0,123034.0,0.0,124108.0,5.090025143731509,,5.09379977701746,144.9565323406538,,143.702114287556,2.1612377912369034,,2.1574631579509536,72.4782661703269,,71.851057143778,1.8602077955729222,,1.8564331622869723,0.9913462468172882
XM-DAC-41114-PROJECT-00096496,area_reforested,hectares,True,True,False,,0.45,3.0,100.0,-0.3467874862246563,0.47712125471966244,2.0,,,,,,,,,,,,,
46002-P-Z1-C00-028,trees_planted,count,True,True,False,,54996.0,,,4.740331103292411,,,,,,,,,,,,,,,
46002-P-Z1-C00-026,area_reforested,hectares,True,True,False,,2103.18,0.0,2000.0,3.3228764432338442,,3.3010299956639813,,,,,,,,,,,,,1.05159
44000-P130682,area_reforested,hectares,True,True,True,172400001.0,5924.0,2721.0,5850.0,3.772615049849171,3.4347285417797577,3.7671558660821804,29101.95830519919,63359.059536934954,29470.085641025642,4.463922214158632,4.801808722228046,4.469381397925623,9700.65276839973,21119.68651231165,9823.36188034188,3.98680095943897,4.324687467508383,3.992260143205961,1.0126495726495726
46002-P-Z1-C00-028,area_reforested,hectares,True,True,False,,32.0,,90.0,1.505149978319906,,1.9542425094393248,,,,,,,,,,,,,0.35555555555555557
GB-1-204941,trees_planted,count,True,True,False,,46760000.0,,39860380.0,7.669874502489803,,7.600541434633322,,,,,,,,,,,,,1.173094687004991
XM-DAC-41114-PROJECT-00097224,area_protected,hectares,True,True,False,,1729485.0,,,6.237916799686328,,,,,,,,,,,,,,,
44000-P149620,area_reforested,hectares,True,True,True,92259971.0,2862.0,0.0,2000.0,3.4566696294237573,,3.3010299956639813,32236.188329839275,,46129.9855,4.508343684337088,,4.663983318096864,16118.094164919637,,23064.99275,4.207313688673107,,4.362953322432883,1.431
44000-P161015,area_under_management,hectares,True,True,True,52907757.0,300.0,0.0,300.0,2.4771212547196626,,2.4771212547196626,176359.19,,176359.19,5.246398095488044,,5.246398095488044,88179.595,,88179.595,4.945368099824063,,4.945368099824063,1.0
44000-P095050,area_under_management,hectares,True,True,True,56945102.0,320000.0,0.0,300000.0,5.505149978319906,,5.477121254719663,177.95344375,,189.81700666666666,2.2503063968756924,,2.278335120475936,88.976721875,,94.90850333333333,1.9492764012117112,,1.9773051248119546,1.0666666666666667
44000-P161015,trees_planted,count,True,True,True,52907757.0,14000.0,,,4.146128035678238,,,3779.1255,,,3.5773913145294687,,,1889.56275,,,3.2763613188654874,,,
44000-P119737,area_reforested,hectares,True,True,True,60555067.0,220.0,,,2.342422680822206,,,275250.30454545456,,,5.439727808160909,,,275250.30454545456,,,5.439727808160909,,,
GB-1-202745,area_reforested,hectares,True,True,False,,8.6,,,0.9344984512435677,,,,,,,,,,,,,,,
44000-P088520,area_protected,hectares,True,True,True,3107927.0,550000.0,0.0,550000.0,5.740362689494244,,5.740362689494244,5.650776363636363,,5.650776363636363,0.7521081199044182,,0.7521081199044182,5.650776363636363,,5.650776363636363,0.7521081199044182,,0.7521081199044182,1.0
44000-P101829,area_reforested,hectares,True,True,True,99999997.0,2793.6,,,3.446164222025476,,,35796.10430985109,,,4.553835764945689,,,17898.052154925546,,,4.252805769281709,,,
GB-GOV-7-ICF-P0003-EcoB,area_under_management,hectares,True,True,True,64293976.06,114738.98,856261.02,,5.0597109847974195,5.932606173866197,,560.3499007922155,75.08688887881408,,2.7484592993794226,1.8755641103106457,,560.3499007922155,75.08688887881408,,2.7484592993794226,1.8755641103106457,,
GB-GOV-1-300724,area_under_management,hectares,True,True,False,,2402.1,0.0,1000.0,3.3805910832268324,,3.0,,,,,,,,,,,,,2.4021
44000-P160033,area_under_management,hectares,True,True,True,13162473.0,39949.0,0.0,43000.0,4.601505912563215,,4.633468455579586,329.48191444091213,,306.10402325581396,2.5178315807689384,,2.485869037752567,164.74095722045607,,153.05201162790698,2.216801585104957,,2.1848390420885857,0.929046511627907
